,_id,jk,efccid,srcid,cmpid,num,srcname,cmp,cmpesc,cmplnk,loc,country,zip,city,title,locid,rd,date,msa
15,5e13d121c119dd8840538b91,7b1042d25391dcdc, 7f385ea78e3312e3,1f8da0e12008db0a,801ff5ea86409602,2,Government of the District of Columbia,Government of the District of Columbia,Government of the District of Columbia,/q-Government-of-the-District-of-Columbia-l-District-of-Columbia-DC-jobs.html,"Washington, DC",US,,Washington,CORRECTIONAL OFFICER,c08ec92d8c031faa,IwsVt2nbc1oEkcrC2IDmzKZM22n6iTqaU6nPqTLU8J8br23ecZ2cT0-unB2E90kyekeI2FfNGGP9yemIOHlRFQ,01-06-20,47900
16,5e13d121c119dd8840538b92,d04d9de92f05f438, 9b73dbd3cc480656,5ae9d025ff241ce6,8088c7f025608dfd,3,Indeed,"The MCS Group, Inc","The MCS Group, Inc",/q-The-MCS-Group-l-District-of-Columbia-DC-jobs.html,"Washington, DC",US,,Washington,Office Services Clerk,c08ec92d8c031faa,47ADd3TeFmBFomfqtn1uA6ZM22n6iTqaU6nPqTLU8J8TnjyN3eBReClauS_Qdbqwyg0GT77yBHoK-FGuXzfAdQ,01-06-20,47900
17,5e13d121c119dd8840538b93,9cba974dec5a7f98, 81d01b3fe307537d,f6cfba19a3b84128,26042582fa93bc52,4,Indeed,"Maglio Christopher & Toale, P.A.",Maglio Christopher &amp,,,,,,Receptionist/Office Assistant,,,01-06-20,47900
18,5e13d121c119dd8840538b94,eac4f53cb70d14f5, 921c0e8dd9a3bb4a,1ae0103ff6fe805b,77d686781c96824e,5,usajobs.gov,US Department of the Treasury,US Department of the Treasury,/q-US-Department-of-the-Treasury-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20005",US,,Washington,Customer Service Specialist,c08ec92d8c031faa,dsrCoTCYcSFG9et58ob3BqZM22n6iTqaU6nPqTLU8J-fMmBZ1QZagqaLqnLiViF-X8wqdpIAUYCwPqR8REW3eA,01-06-20,47900
19,5e13d121c119dd8840538b95,0f9ce027a12b7106, ca08ede2fca4b9b4,d95c798f92128d36,801410ecca73bbf5,6,CW Resources,CW Resources,CW Resources,/q-CW-Resources-l-District-of-Columbia-DC-jobs.html,"Washington, DC",US,,Washington,Custodian - Library of Congress,c08ec92d8c031faa,ziq64uvQavf9TYJ9mmOQmaZM22n6iTqaU6nPqTLU8J_cVtmEtTcNFVlux0LYLKPckOXJHQ1oirOxyWxxtkATFQ,01-06-20,47900
20,5e13d121c119dd8840538b97,f56e4af127c2f1bd, bbb521133005dcc6,4ae0a4a20dc37d50,f202fee6f26bddfc,8,Indeed,Hilo Poke & Sushi,Hilo Poke &amp,,,,,,Poke/Cashier,,,01-06-20,47900
21,5e13d121c119dd8840538b98,403783f51e6bf99f, 77a976bdcef45d2e,fa93b016140e2699,8efddf6539911a69,9,Indeed,MVP Management,MVP Management,/q-MVP-Management-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20007",US,,Washington,Bottle Service Waitress,c08ec92d8c031faa,z_aYfR_ATUndSNC9PkqrEqZM22n6iTqaU6nPqTLU8J_TzgDRx93PocVXxbYR_NNGX8wqdpIAUYCwPqR8REW3eA,01-06-20,47900
22,5e13d121c119dd8840538b99,c104604e65707b64, e98f8451974269be,941244e12028bc28,3add84687b7ee6f6,10,Indeed,Beacon House,Beacon House,/q-Beacon-House-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20017",US,,Washington,Youth Development Mentor  5th-6th grade Grade Afterschool Staff,c08ec92d8c031faa,UA-NO8pWDwSnYxlZLTQWV6ZM22n6iTqaU6nPqTLU8J-0n_5P6fM4PlwmifUiN00tX8wqdpIAUYCwPqR8REW3eA,01-06-20,47900
23,5e13d121c119dd8840538b9d,85bf099a53d5d76c, a7aef16079ccaa21,27535c6dd05d778c,98a54aa0f6184e4f,14,Indeed,Rink Management Services Corporation,Rink Management Services Corporation,/q-Rink-Management-Services-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20007",US,20007,Washington,Skate Host- Washington Harbour Ice Rink,c08ec92d8c031faa,KOZu4pedPCtcTJ9itYtMIKZM22n6iTqaU6nPqTLU8J9OCwxw_7J_uwjLDaVVv0FWBtcIdeAkRUyscoFLaZb2sw,01-06-20,47900
24,5e13d121c119dd8840538ba1,3312ce144333633a, 88f56b83cb6516ce,c12dad03ccc325f6,b8278de5d1f989f2,3,Gold&#039,,,,,,,,Front Desk Team Member,,,01-06-20,47900
25,5e13d121c119dd8840538ba2,42e67c437d0ad2cf, d9efd08c570717d8,06145f28f5250bc3,e8debcf5401ec888,4,Union Square Hospitality Group,Union Square Hospitality Group,Union Square Hospitality Group,/q-Union-Square-Hospitality-Group-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20003",US,20003,Washington,Host\/ Hostess- Anchovy Social \u2013 Danny Meyer\u2019s Rooftop Bar,c08ec92d8c031faa,Xb-zGAc0W2SP5z5V4MW2zM90_qo8Rl7GdVmGUWc4yZ4yQe4HP_VhKmPHG7ETwROerFla8H8tTP9vZNsiz9arcw,01-06-20,47900
26,5e13d121c119dd8840538ba3,6a81f46f80cde46f, 1a7b7cfa6ee1e688,fbb3e9d5a60f05c4,904a04a21dd81d67,5,Indeed,Humentum,Humentum,/q-Humentum-l-District-of-Columbia-DC-jobs.html,"Washington, DC",US,,Washington,Registration Assistant,c08ec92d8c031faa,n5zbRN4izyBtH1TSe8iBAWwHaZorza_NmNlQnmbtkI8Yq7FWGpdw7twdkorsTPRsev9nLd1VvIF00eyhy1isOA,01-06-20,47900
27,5e13d121c119dd8840538ba4,c75632071dc494b4, 2a51e1f4656a7a14,c6f38ac2f7704f1d,fc555bd32d8ed2f8,6,Indeed,"Fairfield Inn and Suites Washington, DC Downtown\/Convention Center","Fairfield Inn and Suites Washington, DC Downtown\/Convention Center",/jobs?q=Fairfield+Inn+and+Suites+Washington,"Washington, DC 20001",US,20001,Washington,Front Desk Agent,c08ec92d8c031faa,S04HhfYXm3mGcNTnffC-PaIeVM3dTVpyrthz9TKQuowV3BX99fg0KNVc9Sv-CkA8zfE5YUWONYWfgtS7LWsoSA,01-06-20,47900
28,5e13d121c119dd8840538ba5,9f229f9943241ab3, d54cb4df4e19982a,bdad07e6afdf63c1,e4418af4819c9f78,7,NazcaMochica Restaurant,NazcaMochica Restaurant,NazcaMochica Restaurant,/q-NazcaMochica-Restaurant-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20036",US,20036,Washington,Admin Assistant,c08ec92d8c031faa,EFiq59aS1IxMewW2KNSK16-PLz1RPxeYlL9_wCsp2W_3RH-U2OuW3fn2RNaiJNtAev9nLd1VvIF00eyhy1isOA,01-06-20,47900
29,5e13d121c119dd8840538ba6,ca43cb498538707f, 17633bf27a8cf521,6f6653c7305518de,e48879e3994a1ff5,8,Harris Teeter,Harris Teeter,Harris Teeter,/q-Harris-Teeter-l-District-of-Columbia-DC-jobs.html,"Washington, DC",US,,Washington,Part Time Cashier,c08ec92d8c031faa,mvvOhFUIELiqZpnq8uynYjkBV1Cqc7NOwtWndL2Kl98EXjaofPQms95GWvp7v4cFb8GPvB__iHENkdQYkJ0pVA,01-06-20,47900
30,5e13d121c119dd8840538ba7,92854fbc6a3a427c, afd1466db269b253,a127062719cc48f0,a88e611ddef97571,9,Starbucks,Starbucks,Starbucks,/q-Starbucks-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20001",US,20001,Washington,"barista - Store# 10439, 500 NEW JERSEY AVE.",c08ec92d8c031faa,zNUGN6FlTZLct5F-abroeK1irsXxBDivxy2Gx-RUZdV-7UJoIjgZ-WEt4tBUkouDjmm5V4_lNzLEMKzclsQSUg,01-06-20,47900
31,5e13d121c119dd8840538ba8,28b9f347e2709c2c, be12fc9c7abb6fd0,55dc131b7c4141c7,0df00128f5789d66,10,"Clean Green and Professional, LLC","Clean Green and Professional, LLC","Clean Green and Professional, LLC",/q-Clean-Green-and-Professional-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20017",US,20017,Washington,Janitor,c08ec92d8c031faa,ChrGWw5Pyf3BDO2e5Yx-NcO8NYdZN2q06q1Ievs77fm7IDpfpr845KcVvGbSdJPuev9nLd1VvIF00eyhy1isOA,01-06-20,47900
32,5e13d121c119dd8840538ba9,4fa6c81ab3144f7d, e4ef7cb9ac904bd4,3a6ad2f5f4da99e7,bffbc480ebb5196a,11,Union Kitchen,Union Kitchen,Union Kitchen,/q-Union-Kitchen-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20001",US,20001,Washington,Team Member - 8th Street,c08ec92d8c031faa,pbS_OtouTGR8RUK5STnESbX9iZ27zAkfdm6j4CdlI0CW3Hz2nRn07D1WXHUG7WZsSBJCIQZolSIdj42Q_a2HoA,01-06-20,47900
33,5e13d121c119dd8840538baa,6497fa35b9fa3cb2, 52e057cc0997be19,bb5d7a63c3f858d4,0403732494c1ea8e,12,Indeed,Escape the Room DC,Escape the Room DC,/q-Escape-the-Room-DC-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20004",US,,Washington,Escape Room Cluemasters,c08ec92d8c031faa,KOZu4pedPCtcTJ9itYtMIKZM22n6iTqaU6nPqTLU8J-1hANRd5eJ7nlRxC4lZRcQBtcIdeAkRUyscoFLaZb2sw,01-06-20,47900
34,5e13d121c119dd8840538bab,4d7f0469ae695046, de13af71ff3d5deb,52f234b7542150de,c98347b61ab31311,13,Windsor Communities,Windsor Communities,Windsor Communities,/q-Windsor-Communities-l-District-of-Columbia-DC-jobs.html,"Washington, DC",US,,Washington,Windsor at D.C. - Concierge,c08ec92d8c031faa,KOZu4pedPCtcTJ9itYtMIKZM22n6iTqaU6nPqTLU8J9k4_GyUXvAdi0x5sPMQRMACyc4uFBcl4Y-9BDBLmiyBw,01-06-20,47900
35,5e13d121c119dd8840538baf,f2fcc512a058f810, be1e02738cd24b2f,1ae0103ff6fe805b,d2e848505134e591,2,usajobs.gov,US Department of Homeland Security,US Department of Homeland Security,/q-US-Department-of-Homeland-Security-l-District-of-Columbia-DC-jobs.html,"Washington, DC",US,,Washington,"Administrative Specialist, GS-0301-09",c08ec92d8c031faa,NSfW1X-h1AY-pAh8d_HMlKZM22n6iTqaU6nPqTLU8J-uRUoK8tv4ng0Axs17NQuwz8akNBSl09PhfBlnRgiJdw,01-06-20,47900
36,5e13d121c119dd8840538bb0,103fb5615f749003, 8395c2d0559368e6,1cdf43bbc8cab20e,a1cf218ae0a0b388,3,Indeed,Metro Offices,Metro Offices,/q-Metro-Offices-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20006",US,,Washington,Area Center Coordinator - NW DC,c08ec92d8c031faa,mKdHtxU_jrhxv3IxkBzLqqZM22n6iTqaU6nPqTLU8J-m5CI-5S1KP-nnzwhKeeWEX8wqdpIAUYCwPqR8REW3eA,01-06-20,47900
37,5e13d121c119dd8840538bb3,f789dc4a414d062e, c5b057e7db1e947a,24451c256e860b7d,ba8919e80ef6fdd2,6,Corner Bakery Cafe,Corner Bakery Cafe,Corner Bakery Cafe,/q-Corner-Bakery-Cafe-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20001",US,20001,Washington,Front of House Team Members,c08ec92d8c031faa,d3y-Dg03qgNT229UJnO4FqZM22n6iTqaU6nPqTLU8J-AQXhvwYy9Y2e4--JK-Z0e0-77RsnI6tVc-BY5b0nmHQ,01-06-20,47900
38,5e13d121c119dd8840538bb4,f9f937c2e380df66, 4302abf7bf68aa21,aa14cfc8fd65970e,d44b465c30ed2dc9,7,VFS Services USA,VFS Services USA,VFS Services USA,/q-VFS-Services-USA-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20005",US,20005,Washington,Submission Officers _ Visa Application Center - Great Job Opportunity for New College Gratuates!,c08ec92d8c031faa,M1w8Xxq86cvME2fdwsGI16ZM22n6iTqaU6nPqTLU8J8ucgTe42zBbXSJFf4wZAeEX8wqdpIAUYCwPqR8REW3eA,01-06-20,47900
39,5e13d121c119dd8840538bb5,aecb57ad4580cd2d, 32120815bd8df08a,f0e8064c2a9696bd,ff7e03c5b0c5f71c,8,European Wax Center,European Wax Center,European Wax Center,/q-European-Wax-Center-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20001",US,20001,Washington,Guest Service Associate - Cleveland Park European Wax Center,c08ec92d8c031faa,HX8GV05UPRFDzrJ1WkNA1aZM22n6iTqaU6nPqTLU8J-7yJPcVJD0BVzum_ENieLYs9lmiJEzJewJf-5ZKRohig,01-06-20,47900
40,5e13d121c119dd8840538bb6,323303941fd94088, 622a47b2c6f74ff7,3c4c5ccc526b2807,ec64682c9764bc1c,9,The Princeton Review,The Princeton Review,The Princeton Review,/q-The-Princeton-Review-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20036",US,20036,Washington,Proctor,c08ec92d8c031faa,iG3rBzLNMUkkqKITTxNTu6ZM22n6iTqaU6nPqTLU8J8expMrW3toSYiEkAeq9uUVeANWQXNuHz7Eja7a_BxsfQ,01-06-20,47900
42,5e13d121c119dd8840538bb8,11ec6eaabade6953, 7e13c2423149dd34,cae18e2411539521,b7fabe7007d1a5c9,11,Applied Memetics LLC,Applied Memetics LLC,Applied Memetics LLC,/q-Applied-Memetics-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20237",US,20237,Washington,Electronic Library Assistant,c08ec92d8c031faa,QhGKzWdCU1Q1MbrMlyxqDKZM22n6iTqaU6nPqTLU8J9SxB65YcXg_ZpLNZVVdKliz8akNBSl09PhfBlnRgiJdw,01-06-20,47900
43,5e13d121c119dd8840538bbd,cba1ce56208c069e, 116c942903f9c4fb,2044711cd2663877,573135b586fadd2a,1,Indeed,Progressive Healthcare Case management,Progressive Healthcare Case management,/q-Progressive-Healthcare-Case-management-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20002",US,20002,Washington,Medical Supply\/Administrative Assistant,c08ec92d8c031faa,PdjOMWdBHlinGa3RWeoJB6ZM22n6iTqaU6nPqTLU8J_CO84_VyXvsupqsLvX89nPX8wqdpIAUYCwPqR8REW3eA,01-06-20,47900
44,5e13d121c119dd8840538bbf,2cf1d3fa281fba4f, 42493fde5adda644,d1d0ced2b528d111,933e53e596d3c95e,3,Hillcrest Children Center,Hillcrest Children Center,Hillcrest Children Center,/q-Hillcrest-Children-Center-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20032",US,20032,Washington,Medical Records Clerk,c08ec92d8c031faa,Wb7rVCXAhU-dEATeQ9zpi6ZM22n6iTqaU6nPqTLU8J_UzML8RJy8tHrP0HKQ-MysfYuFNg_Sin9MF6cxWFVM8w,01-06-20,47900
45,5e13d121c119dd8840538bc0,bebd85e41500a4f6, f944e30e990d7524,841be9b2a0debb47,6cf0502e386e2bcb,4,Inspire Rehabilitation and Health Center,Inspire Rehabilitation and Health Center,Inspire Rehabilitation and Health Center,/q-Inspire-Rehabilitation-and-Health-Center-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20037",US,20037,Washington,Receptionist,c08ec92d8c031faa,oEIisu8nqDaQeMe0jSdsjqZM22n6iTqaU6nPqTLU8J9XZWPMt4PCng7Womx2LQ8IX8wqdpIAUYCwPqR8REW3eA,01-06-20,47900
46,5e13d121c119dd8840538bc3,5e1f3ecabba54b57, b9a96038c3c49711,3b8d8b0e33e8aca1,ac521b7a6e84e9f1,7,Unity Health Care,Unity Health Care,Unity Health Care,/q-Unity-Health-Care-l-District-of-Columbia-DC-jobs.html,"Washington, DC",US,,Washington,Patient Registration Clerk,c08ec92d8c031faa,QoCnl2tXMG_E8LJ0ZCXsc6ZM22n6iTqaU6nPqTLU8J8NMWi9R6XMTh54eoMK0kvBekeI2FfNGGP9yemIOHlRFQ,01-06-20,47900
47,5e13d121c119dd8840538bc6,6578d383356ff2ca, 15cf9c502aa9ec4b,2ba2f0e10f4feeaf,1525f0afc5e91a2c,10,Indeed,Price Benowitz LLP,Price Benowitz LLP,/q-Price-Benowitz-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20004",US,,Washington,Client Intake Specialist,c08ec92d8c031faa,KOZu4pedPCtcTJ9itYtMIKZM22n6iTqaU6nPqTLU8J8Ka5E5yRe4EwKd6n2g_2h9HWdp3uYd4ki-81LUNPiCNA,01-06-20,47900
48,5e13d121c119dd8840538bcb,0ff7fcd2fa3a3931, d2064c6a18d10f50,81a0505b94e99393,479fd02be74943b2,15,Shipt,Shipt,Shipt,/q-Shipt-l-District-of-Columbia-DC-jobs.html,"Washington, DC",US,,Washington,Grocery Shopper,c08ec92d8c031faa,KOZu4pedPCtcTJ9itYtMIKZM22n6iTqaU6nPqTLU8J9G3ddqqJ6EQn0glMdH8Bw_HQteVOeom73EGiJmc__WlA,01-06-20,47900
49,5e13d121c119dd8840538bcc,2b5919d9c291d46b, ed59fc1b9dd7d3c4,a65bf963e05dcc0f,834436e0fa3ba044,0,Indeed,THE GLOW CLUB,THE GLOW CLUB,/q-THE-GLOW-CLUB-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20001",US,20001,Washington,Modern Meditation Instructor,c08ec92d8c031faa,KMLBb9tfkHRhPdYXdE973q5xAYX-AW2VBu0DXkD83n6uggPXGdkDavDbbferghCSev9nLd1VvIF00eyhy1isOA,01-06-20,47900
50,5e13d121c119dd8840538bcd,6e2b1a433531078d, 17633bf27a8cf521,6f6653c7305518de,e48879e3994a1ff5,1,Harris Teeter,Harris Teeter,Harris Teeter,/q-Harris-Teeter-l-District-of-Columbia-DC-jobs.html,"Washington, DC",US,,Washington,Part Time Bagger,c08ec92d8c031faa,XKnpxpyl8Gp055r5GRnhI-nd1EzyceFIxkvHOqyYE6VzwJt-3R6OAAQFAU5wWD_vb8GPvB__iHENkdQYkJ0pVA,01-06-20,47900
51,5e13d121c119dd8840538bce,4cc8cd89da647c1e, 7daebfaa4932e638,e39c63179565da2f,68cf2fa7c3e218f7,2,Indeed,"Learning Together, LLC","Learning Together, LLC",/q-Learning-Together-l-District-of-Columbia-DC-jobs.html,"Washington, DC",US,,Washington,Registered Behavior Technician (RBT) needed in DC,c08ec92d8c031faa,dmjW8j6INnt7bza0dg1OkAUckzY3v0cNfAw7pbnnO5obDR_cBADxudcg2WjS1CmGC_VLQYADAP5dQ5DQ4wW1Hw,01-06-20,47900
52,5e13d121c119dd8840538bcf,fcfa92d6155c65a5, 91f1e5e21dd9e93f,a05ccab40146becb,fefd75f5326e1589,3,Walgreens,WALGREENS,WALGREENS,/q-WALGREENS-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20001",US,,Washington,Customer Service Associate,c08ec92d8c031faa,hgr1KGwTQyfOPslzdbQuAXY1fOP9KOSMXST-KFssDNrBeSP-DGKVunzxV6JBNd7azfE5YUWONYWfgtS7LWsoSA,01-06-20,47900
53,5e13d121c119dd8840538bd0,a3eba502885d5790, 51b5f3a8eae85108,2f003aa36828c797,41b6710adac6d3ed,4,Indeed,Human Touch Home Healthcare,Human Touch Home Healthcare,/q-Human-Touch-Home-Healthcare-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20036",US,,Washington,Staffing\/Intake Coordinator,c08ec92d8c031faa,d3bzOpPZ_LRGHuJQa1uz5wZvGxO0C7eb5L5iVJnhlFaetEe-Wdd1fNUJTPbIgi4Pb8GPvB__iHENkdQYkJ0pVA,01-06-20,47900
54,5e13d121c119dd8840538bd1,30a51ad204feea23, 60cf5f4e57bd0c1e,b1774ef68beca043,1ab3bd0231b41bf3,5,Compass Group,Compass Group USA,Compass Group USA,/q-Compass-Group-USA-l-District-of-Columbia-DC-jobs.html,"Washington, DC 20002",US,20002,Washington,"CLERK, MAILROOM (FULL-TIME)",c08ec92d8c031faa,3CSNQ8GMxrP807ivpLLnG8lE3WmyBlNXKQAsHUtn9D7rafibuxSFNVIF03y0vKNrLVrtcO8RRC7L5GbxWZZXiQ,01-06-20,47900
